SOC,Title,Element_ID,Element_Name,Category,Description,Data_Value
11-1011.00,"Chief Executives",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",5.55
11-1011.00,"Chief Executives",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",12.75
11-1011.00,"Chief Executives",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",9.17
11-1011.00,"Chief Executives",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",28.17
11-1011.00,"Chief Executives",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",12.63
11-1011.00,"Chief Executives",3.A.1,"Related Work Experience",11,"Over 10 years",31.74
11-1011.03,"Chief Sustainability Officers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",3.7
11-1011.03,"Chief Sustainability Officers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",11.11
11-1011.03,"Chief Sustainability Officers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",40.74
11-1011.03,"Chief Sustainability Officers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",18.52
11-1011.03,"Chief Sustainability Officers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",11.11
11-1011.03,"Chief Sustainability Officers",3.A.1,"Related Work Experience",11,"Over 10 years",14.81
11-1021.00,"General and Operations Managers",3.A.1,"Related Work Experience",1,None,1.08
11-1021.00,"General and Operations Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",5.09
11-1021.00,"General and Operations Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",11.27
11-1021.00,"General and Operations Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",22.06
11-1021.00,"General and Operations Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",24.36
11-1021.00,"General and Operations Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",8.65
11-1021.00,"General and Operations Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",13.04
11-1021.00,"General and Operations Managers",3.A.1,"Related Work Experience",11,"Over 10 years",14.44
11-2011.00,"Advertising and Promotions Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",14.2
11-2011.00,"Advertising and Promotions Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",13.73
11-2011.00,"Advertising and Promotions Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",21.74
11-2011.00,"Advertising and Promotions Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",26.52
11-2011.00,"Advertising and Promotions Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",16.49
11-2011.00,"Advertising and Promotions Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",2.42
11-2011.00,"Advertising and Promotions Managers",3.A.1,"Related Work Experience",11,"Over 10 years",4.9
11-2021.00,"Marketing Managers",3.A.1,"Related Work Experience",2,"Up to and including 1 month",1.43
11-2021.00,"Marketing Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",9.04
11-2021.00,"Marketing Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",7.23
11-2021.00,"Marketing Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",12.08
11-2021.00,"Marketing Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",18.8
11-2021.00,"Marketing Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",14.98
11-2021.00,"Marketing Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",33.99
11-2021.00,"Marketing Managers",3.A.1,"Related Work Experience",11,"Over 10 years",2.47
11-2022.00,"Sales Managers",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",4.35
11-2022.00,"Sales Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",13.04
11-2022.00,"Sales Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",13.04
11-2022.00,"Sales Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",26.09
11-2022.00,"Sales Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",34.78
11-2022.00,"Sales Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",8.7
11-3012.00,"Administrative Services Managers",3.A.1,"Related Work Experience",1,None,3.21
11-3012.00,"Administrative Services Managers",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",2.52
11-3012.00,"Administrative Services Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",1.67
11-3012.00,"Administrative Services Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",26.78
11-3012.00,"Administrative Services Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",31.24
11-3012.00,"Administrative Services Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",21.73
11-3012.00,"Administrative Services Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",6.92
11-3012.00,"Administrative Services Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",5.02
11-3012.00,"Administrative Services Managers",3.A.1,"Related Work Experience",11,"Over 10 years",0.89
11-3021.00,"Computer and Information Systems Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",1.08
11-3021.00,"Computer and Information Systems Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",11.15
11-3021.00,"Computer and Information Systems Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",23.94
11-3021.00,"Computer and Information Systems Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",40.02
11-3021.00,"Computer and Information Systems Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",10.55
11-3021.00,"Computer and Information Systems Managers",3.A.1,"Related Work Experience",11,"Over 10 years",13.25
11-3031.01,"Treasurers and Controllers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",4
11-3031.01,"Treasurers and Controllers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",12
11-3031.01,"Treasurers and Controllers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",20
11-3031.01,"Treasurers and Controllers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",24
11-3031.01,"Treasurers and Controllers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",16
11-3031.01,"Treasurers and Controllers",3.A.1,"Related Work Experience",11,"Over 10 years",24
11-3031.03,"Investment Fund Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",1.51
11-3031.03,"Investment Fund Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",1.51
11-3031.03,"Investment Fund Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",24.86
11-3031.03,"Investment Fund Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",16.35
11-3031.03,"Investment Fund Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",28.36
11-3031.03,"Investment Fund Managers",3.A.1,"Related Work Experience",11,"Over 10 years",27.4
11-3051.00,"Industrial Production Managers",3.A.1,"Related Work Experience",1,None,7.5
11-3051.00,"Industrial Production Managers",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",2.48
11-3051.00,"Industrial Production Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",3.06
11-3051.00,"Industrial Production Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",28.44
11-3051.00,"Industrial Production Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",12.95
11-3051.00,"Industrial Production Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",21.21
11-3051.00,"Industrial Production Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",9.97
11-3051.00,"Industrial Production Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",1.22
11-3051.00,"Industrial Production Managers",3.A.1,"Related Work Experience",11,"Over 10 years",13.16
11-3051.01,"Quality Control Systems Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",1.12
11-3051.01,"Quality Control Systems Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",26.46
11-3051.01,"Quality Control Systems Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",48.42
11-3051.01,"Quality Control Systems Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",10.78
11-3051.01,"Quality Control Systems Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",13.21
11-3051.02,"Geothermal Production Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",11.46
11-3051.02,"Geothermal Production Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",14.67
11-3051.02,"Geothermal Production Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",19.57
11-3051.02,"Geothermal Production Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",12.48
11-3051.02,"Geothermal Production Managers",3.A.1,"Related Work Experience",11,"Over 10 years",41.82
11-3051.03,"Biofuels Production Managers",3.A.1,"Related Work Experience",1,None,12.69
11-3051.03,"Biofuels Production Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",4.46
11-3051.03,"Biofuels Production Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",17.76
11-3051.03,"Biofuels Production Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",34.62
11-3051.03,"Biofuels Production Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",27.59
11-3051.03,"Biofuels Production Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",2.87
11-3051.04,"Biomass Power Plant Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",9.56
11-3051.04,"Biomass Power Plant Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",5.24
11-3051.04,"Biomass Power Plant Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",18.23
11-3051.04,"Biomass Power Plant Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",12.43
11-3051.04,"Biomass Power Plant Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",13.65
11-3051.04,"Biomass Power Plant Managers",3.A.1,"Related Work Experience",11,"Over 10 years",40.89
11-3051.06,"Hydroelectric Production Managers",3.A.1,"Related Work Experience",1,None,3.03
11-3051.06,"Hydroelectric Production Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",2.97
11-3051.06,"Hydroelectric Production Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",10.24
11-3051.06,"Hydroelectric Production Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",7.99
11-3051.06,"Hydroelectric Production Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",29.66
11-3051.06,"Hydroelectric Production Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",23.2
11-3051.06,"Hydroelectric Production Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",8.28
11-3051.06,"Hydroelectric Production Managers",3.A.1,"Related Work Experience",11,"Over 10 years",14.63
11-3061.00,"Purchasing Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",4.76
11-3061.00,"Purchasing Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",23.81
11-3061.00,"Purchasing Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",42.86
11-3061.00,"Purchasing Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",19.05
11-3061.00,"Purchasing Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",9.52
11-3071.04,"Supply Chain Managers",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",4.76
11-3071.04,"Supply Chain Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",9.52
11-3071.04,"Supply Chain Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",14.29
11-3071.04,"Supply Chain Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",9.52
11-3071.04,"Supply Chain Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",14.29
11-3071.04,"Supply Chain Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",14.29
11-3071.04,"Supply Chain Managers",3.A.1,"Related Work Experience",11,"Over 10 years",33.33
11-3111.00,"Compensation and Benefits Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",57.14
11-3111.00,"Compensation and Benefits Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",23.81
11-3111.00,"Compensation and Benefits Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",14.29
11-3111.00,"Compensation and Benefits Managers",3.A.1,"Related Work Experience",11,"Over 10 years",4.76
11-3121.00,"Human Resources Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",4.17
11-3121.00,"Human Resources Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",12.5
11-3121.00,"Human Resources Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",54.17
11-3121.00,"Human Resources Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",12.5
11-3121.00,"Human Resources Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",16.67
11-3131.00,"Training and Development Managers",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",3.7
11-3131.00,"Training and Development Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",29.63
11-3131.00,"Training and Development Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",25.93
11-3131.00,"Training and Development Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",25.93
11-3131.00,"Training and Development Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",11.11
11-3131.00,"Training and Development Managers",3.A.1,"Related Work Experience",11,"Over 10 years",3.7
11-9021.00,"Construction Managers",3.A.1,"Related Work Experience",3,"Over 1 month, up to and including 3 months",5
11-9021.00,"Construction Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",15
11-9021.00,"Construction Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",15
11-9021.00,"Construction Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",20
11-9021.00,"Construction Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",35
11-9021.00,"Construction Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",10
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",6.14
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",27.37
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",17.4
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",36.38
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",12.59
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",3.A.1,"Related Work Experience",11,"Over 10 years",0.11
11-9032.00,"Education Administrators, Kindergarten through Secondary",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",6.46
11-9032.00,"Education Administrators, Kindergarten through Secondary",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",0.14
11-9032.00,"Education Administrators, Kindergarten through Secondary",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",11.72
11-9032.00,"Education Administrators, Kindergarten through Secondary",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",38.37
11-9032.00,"Education Administrators, Kindergarten through Secondary",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",33.82
11-9032.00,"Education Administrators, Kindergarten through Secondary",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",4.62
11-9032.00,"Education Administrators, Kindergarten through Secondary",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",4.74
11-9032.00,"Education Administrators, Kindergarten through Secondary",3.A.1,"Related Work Experience",11,"Over 10 years",0.14
11-9033.00,"Education Administrators, Postsecondary",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",0.39
11-9033.00,"Education Administrators, Postsecondary",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",5.6
11-9033.00,"Education Administrators, Postsecondary",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",8.55
11-9033.00,"Education Administrators, Postsecondary",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",33.56
11-9033.00,"Education Administrators, Postsecondary",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",18.42
11-9033.00,"Education Administrators, Postsecondary",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",7.96
11-9033.00,"Education Administrators, Postsecondary",3.A.1,"Related Work Experience",11,"Over 10 years",25.52
11-9041.00,"Architectural and Engineering Managers",3.A.1,"Related Work Experience",1,None,5.05
11-9041.00,"Architectural and Engineering Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",5.23
11-9041.00,"Architectural and Engineering Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",1.15
11-9041.00,"Architectural and Engineering Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",6.2
11-9041.00,"Architectural and Engineering Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",31.23
11-9041.00,"Architectural and Engineering Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",15.05
11-9041.00,"Architectural and Engineering Managers",3.A.1,"Related Work Experience",11,"Over 10 years",36.1
11-9041.01,"Biofuels/Biodiesel Technology and Product Development Managers",3.A.1,"Related Work Experience",1,None,1.33
11-9041.01,"Biofuels/Biodiesel Technology and Product Development Managers",3.A.1,"Related Work Experience",2,"Up to and including 1 month",1.57
11-9041.01,"Biofuels/Biodiesel Technology and Product Development Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",7.16
11-9041.01,"Biofuels/Biodiesel Technology and Product Development Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",4.77
11-9041.01,"Biofuels/Biodiesel Technology and Product Development Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",54.02
11-9041.01,"Biofuels/Biodiesel Technology and Product Development Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",5.29
11-9041.01,"Biofuels/Biodiesel Technology and Product Development Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",2
11-9041.01,"Biofuels/Biodiesel Technology and Product Development Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",4.5
11-9041.01,"Biofuels/Biodiesel Technology and Product Development Managers",3.A.1,"Related Work Experience",11,"Over 10 years",19.35
11-9051.00,"Food Service Managers",3.A.1,"Related Work Experience",1,None,18.35
11-9051.00,"Food Service Managers",3.A.1,"Related Work Experience",3,"Over 1 month, up to and including 3 months",3.48
11-9051.00,"Food Service Managers",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",12.51
11-9051.00,"Food Service Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",1.82
11-9051.00,"Food Service Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",29.38
11-9051.00,"Food Service Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",29.52
11-9051.00,"Food Service Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",4.93
11-9071.00,"Gambling Managers",3.A.1,"Related Work Experience",1,None,6.32
11-9071.00,"Gambling Managers",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",1.65
11-9071.00,"Gambling Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",3.71
11-9071.00,"Gambling Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",12.82
11-9071.00,"Gambling Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",26.33
11-9071.00,"Gambling Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",26.62
11-9071.00,"Gambling Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",14.69
11-9071.00,"Gambling Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",2.14
11-9071.00,"Gambling Managers",3.A.1,"Related Work Experience",11,"Over 10 years",5.71
11-9081.00,"Lodging Managers",3.A.1,"Related Work Experience",1,None,18.32
11-9081.00,"Lodging Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",0.57
11-9081.00,"Lodging Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",19.08
11-9081.00,"Lodging Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",43.13
11-9081.00,"Lodging Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",18.89
11-9111.00,"Medical and Health Services Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",3.85
11-9111.00,"Medical and Health Services Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",23.08
11-9111.00,"Medical and Health Services Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",34.62
11-9111.00,"Medical and Health Services Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",34.62
11-9111.00,"Medical and Health Services Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",3.85
11-9121.00,"Natural Sciences Managers",3.A.1,"Related Work Experience",1,None,3.32
11-9121.00,"Natural Sciences Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",15.93
11-9121.00,"Natural Sciences Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",25.71
11-9121.00,"Natural Sciences Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",19.31
11-9121.00,"Natural Sciences Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",7.27
11-9121.00,"Natural Sciences Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",13.7
11-9121.00,"Natural Sciences Managers",3.A.1,"Related Work Experience",11,"Over 10 years",14.76
11-9121.01,"Clinical Research Coordinators",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",14.07
11-9121.01,"Clinical Research Coordinators",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",11.62
11-9121.01,"Clinical Research Coordinators",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",33.58
11-9121.01,"Clinical Research Coordinators",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",25.63
11-9121.01,"Clinical Research Coordinators",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",13.83
11-9121.01,"Clinical Research Coordinators",3.A.1,"Related Work Experience",11,"Over 10 years",1.27
11-9121.02,"Water Resource Specialists",3.A.1,"Related Work Experience",1,None,18.18
11-9121.02,"Water Resource Specialists",3.A.1,"Related Work Experience",3,"Over 1 month, up to and including 3 months",4.55
11-9121.02,"Water Resource Specialists",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",4.55
11-9121.02,"Water Resource Specialists",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",9.09
11-9121.02,"Water Resource Specialists",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",13.64
11-9121.02,"Water Resource Specialists",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",18.18
11-9121.02,"Water Resource Specialists",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",13.64
11-9121.02,"Water Resource Specialists",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",4.55
11-9121.02,"Water Resource Specialists",3.A.1,"Related Work Experience",11,"Over 10 years",13.64
11-9131.00,"Postmasters and Mail Superintendents",3.A.1,"Related Work Experience",1,None,27.12
11-9131.00,"Postmasters and Mail Superintendents",3.A.1,"Related Work Experience",4,"Over 3 months, up to and including 6 months",6.69
11-9131.00,"Postmasters and Mail Superintendents",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",10.82
11-9131.00,"Postmasters and Mail Superintendents",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",12.22
11-9131.00,"Postmasters and Mail Superintendents",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",7.1
11-9131.00,"Postmasters and Mail Superintendents",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",18.87
11-9131.00,"Postmasters and Mail Superintendents",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",3.81
11-9131.00,"Postmasters and Mail Superintendents",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",10.43
11-9131.00,"Postmasters and Mail Superintendents",3.A.1,"Related Work Experience",11,"Over 10 years",2.94
11-9141.00,"Property, Real Estate, and Community Association Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",10
11-9141.00,"Property, Real Estate, and Community Association Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",25
11-9141.00,"Property, Real Estate, and Community Association Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",20
11-9141.00,"Property, Real Estate, and Community Association Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",35
11-9141.00,"Property, Real Estate, and Community Association Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",5
11-9141.00,"Property, Real Estate, and Community Association Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",5
11-9151.00,"Social and Community Service Managers",3.A.1,"Related Work Experience",5,"Over 6 months, up to and including 1 year",12.31
11-9151.00,"Social and Community Service Managers",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",17.39
11-9151.00,"Social and Community Service Managers",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",18.42
11-9151.00,"Social and Community Service Managers",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",26.13
11-9151.00,"Social and Community Service Managers",3.A.1,"Related Work Experience",9,"Over 6 years, up to and including 8 years",18.02
11-9151.00,"Social and Community Service Managers",3.A.1,"Related Work Experience",10,"Over 8 years, up to and including 10 years",5.91
11-9151.00,"Social and Community Service Managers",3.A.1,"Related Work Experience",11,"Over 10 years",1.82
11-9161.00,"Emergency Management Directors",3.A.1,"Related Work Experience",6,"Over 1 year, up to and including 2 years",20
11-9161.00,"Emergency Management Directors",3.A.1,"Related Work Experience",7,"Over 2 years, up to and including 4 years",20
11-9161.00,"Emergency Management Directors",3.A.1,"Related Work Experience",8,"Over 4 years, up to and including 6 years",32
